food_name,tag_name,serving_unit,serving_qty,nf_calories
soda crackers,soda cracker,cracker square,1,?
pita crackers,pita chip,oz,1,129.56
rice crackers,rice crackers,cracker,1,7.84
club crackers,club cracker,crackers,4,68.04
ritz crackers,ritz crackers,cracker,1,?
wheat crackers,wheat crackers,cracker,1,?
water crackers,water crackers,cracker 1 serving,4,53.76
cream crackers,cream cracker,cracker,1,?
cheese crackers,cheese cracker,"cup, bite size",1,?
animal crackers,animal cracker,cookie,1,?
saltine crackers,saltine,cracker square,1,?
goldfish crackers,goldfish crackers,pieces,55,137.1
sandwich crackers,Sandwich crackers,cracker,1,34.65
cheese and crackers,cheese and crackers,crackers with cheese,4,179.01
multigrain crackers,multigrain crackers,crackers,4,67.48
whole wheat crackers,whole wheat cracker,cracker,1,19.64
saltines salted crackers,saltines salted crackers,crackers,5,60
keebler club crackers original,keebler club crackers original,crackers,4,70
ham,ham,"cup, diced",1,186.26
hamhock,ham hock,hock,1,118.32
hamloaf,hamloaf,slice,1,262.17
deli ham,deli ham,oz,2,23
hamsteak,ham steak,oz,1,34.59
hamantash,hamantaschen,pastry,1,268.39
honey ham,honey baked ham,oz (1 serving),1.94,67.1
ham salad,ham salad,tbsp,1,32.4
hamburger,hamburger,sandwich,1,540.14
sliced ham,sliced ham,medium slice,1,58.38
hamburgers,hamburger,sandwich,1,540.14
country ham,ham,"cup, diced",1,186.26
ham sandwich,ham sandwich,sandwich,1,409.3
hamburger bun,hamburger bun,hamburger bun,1,128.34
hamburger taco,beef taco,taco,1,293.46
lean hamburger,lean hamburger,oz,3,195.5
hamburger meat,ground beef,"oz, cooked",4,308.45
hamburger patty,hamburger patty,oz,3,197.2
double hamburger,double hamburger,item,1,354
cheeseburger macaroni hamburger helper,hamburger helper,sandwich,1,321.46
halibut,halibut,oz,3,94.35
halibut raw,"halibut, raw",oz,3,77.35
raw halibut,"halibut, raw",oz,3,77.35
"halibut, raw","halibut, raw",oz,3,?
halibut burrito,fish burrito,large burrito,1,999.24
soy hamburger,soy hamburger,veggie burger on bun,1,364.75
beef hamburger,hamburger,sandwich,1,540.14
hamburger soup,cheeseburger soup,bowl (2 cups),1,615.19
hamburger buns,hamburger bun,hamburger bun,1,128.34
hamburger pattie,hamburger patty,oz,3,197.2
turkey hamburger,turkey burger,burger on bun,1,554.07
grilled hamburger,hamburger,sandwich,1,540.14
mcdonalds hamburger,mcdonald's hamburger,sandwich,1,250.8
fast food hamburger,fast food hamburger,sandwich,1,540.14
hamburger helper mix,"cheeseburger macaroni mix, unprepared",cup,0.25,115.17
burger king hamburger,burger king hamburger,Serving,1,240
cheeseburgers,cheeseburger,item,1,?
double cheeseburgers,mcdonald's double cheeseburger,sandwich,1,437.1
honey,honey,tbsp,1,63.84
honeybun,honey bun,pastry,1,384.2
honeydew,honeydew,"melon (6"" - 7"" dia)",1,460.8
honeycake,honey cake,piece,1,329.93
honeycomb,honeycomb cereal,cup (1 NLEA serving),1.5,126.08
honeycrisp,honeycrisp apple,"medium (3"" dia)",1,94.64
honey nuts,honey roasted peanuts,pieces,39,163.74
honey turkey,honey turkey,oz,2,63.5
honey mustard,honey mustard,tbsp,2,139.2
honey bunches,honey bunches of oats cereal,cup,1,160.4
honey cashews,honey roasted cashews,cashew,1,6.17
honey chicken,asian honey chicken,cup,1,465.82
honeybaked ham,honey baked ham,oz (1 serving),1.94,67.1
honey cheerios,honey nut cheerios,cup,1,140.36
honeycrisp apple,honeycrisp apple,"medium (3"" dia)",1,94.64
honey mustard dressing,honey dijon,tbsp,2,139.2
honey gardens raw honey,honey gardens raw honey,tbsp,1,60
steak rancheros,bistec ranchero,cup,1,320.79
huevos rancheros,huevos rancheros,serving,1,643.79
bistec rancheros,bistec ranchero,cup,1,320.79
heuvos rancheros,huevos rancheros,serving,1,643.79
hash,corned beef hash,cup,1,387.04
hashbrown,hash brown,patty,1,144.16
hashbrowns,hash brown,patty,1,144.16
hash brown,hash brown,patty,1,144.16
hash browns,hash brown,patty,1,144.16
potato hash,potato hash,cup,1,157.14
corned beef hash,corned beef hash,cup,1,387.04
ihop hash browns,ihop hash browns,serving,1,280
hashbrown nuggets,hash brown nuggets,nuggets,10,151.68
cheesy hashbrowns,hashbrown casserole,cup,0.5,261.33
hashbrown casserole,hashbrown casserole,cup,0.5,261.33
mcdonalds hashbrown,mcdonald's hash brown,hash brown,1,150
hash brown casserole,hashbrown casserole,cup,0.5,261.33
mcdonalds hashbrowns,mcdonald's hash brown,hash brown,1,150
triangle hash browns,triangle hash brown,patty,1,99.65
mcdonalds hash brown,mcdonald's hash brown,hash brown,1,150
cauliflower hashbrown,cauliflower hash brown,patty,1,130.85
mcdonalds hash browns,mcdonald's hash brown,hash brown,1,150
burger king hash browns,burger king hash browns,piece,1,16.91
fareway shredded hash browns,fareway shredded hash browns,cup,1,60
hash browns cheese,hashbrown casserole,cup,0.5,261.33
cheesy hash browns,hashbrown casserole,cup,0.5,261.33
frozen hash browns,Frozen hash browns,"patty, oval",1,63.51
company hash browns,company potatoes,cup,1,289.71
potatoes hash browns,hash brown,patty,1,144.16
tri tater hash browns,simplot tri-taters,patty,1,99.65
hash browns casserole,hashbrown casserole,cup,0.5,261.33
mcdonald's hash browns,mcdonald's hash brown,hash brown,1,?
chick fil a hash browns,chick fil a hash browns,serving,1,240
dennys hash browns shredded,dennys hash browns shredded,oz,3,80
uncooked frozen hash browns,"frozen hash browns, unprepared",cup,0.5,86.1
burger king hash browns small,burger king hash browns small,Serving,1,250
"frozen hash browns, unprepared","frozen hash browns, unprepared",cup,0.5,?
hots,"red hot chili pepper, canned",pepper,1,15.33
hotdog,hot dog,frankfurter,1,154.56
hotpot,hot pot,serving (about 2 cups),1,622.03
hot tea,tea,fl oz,6,1.78
hot dog,hot dog,frankfurter,1,154.56
hotdogs,hot dog,frankfurter,1,154.56
hotteok,hotteok,piece,1,197.3
hot fudge,hot fudge,tbsp,2,133
hot salsa,salsa,tbsp,2,10.44
hot sauce,hot pepper sauce,tsp,1,0.52
hot wings,buffalo chicken wings,wingette or drummette,1,87.74
hot cocoa,hot cocoa,cup,1,150.92
hotdog bun,"buns, hot dog",roll 1 serving,1,145.08
hot dog bun,"buns, hot dog",roll 1 serving,1,145.08
hot sausage,hot sausage,link,1,258
hot peanuts,hot peanuts,cup,0.25,244.33
hot cheetos,flaming hot cheetos,pieces,21,170
hot chocolate,hot cocoa,cup,1,150.92
costco hotdog,hot dog on a bun,hot dog,1,315.97
hot and sour soup,hot and sour soup,cup,1,90.87
hot dogs,hot dog,frankfurter,1,154.56
corn dogs,corn dog,corndog,1,460.25
devil dogs,drake's devil dogs,cake,1,180
chili dogs,chili dog,chili dog,1,296.4
smart dogs,lightlife smart dog,link,1,50
veggie dogs,vegetarian hot dog,link,1,54.09
hot dogs buns,"buns, hot dog",roll 1 serving,1,145.08
pork hot dogs,pork hot dog,link,1,204.44
mini corn dogs,mini corn dogs,corndog mini,1,42.5
sonic corn dogs,sonic corn dog,hot dog,1,230
cheese hot dogs,cheese frank,frankfurter,1,189.56
chicken hot dogs,chicken hot dog,link,1,100.35
cheddar hot dogs,cheddar frank,frankfurter,1,189.56
chicago hot dogs,chicago style hot dog,hot dog,1,378.55
veggie corn dogs,vegetarian corn dog,dog,1,147.68
drakes devil dogs,drake's devil dogs,cake,1,180
chicken corn dogs,chicken corn dog,corn dog,1,193.45
chicago style dogs,chicago style hot dog,hot dog,1,378.55
mini crescent dogs,mini crescent dog,cocktail size,1,62.1
carnival dogs corndogs,carnival dogs corndogs,corn dog,1,200
hummus,hummus,cup,0.25,99.6
hummus dip,hummus,cup,0.25,99.6
hummus wrap,hummus wrap,wrap,1,401.63
hummus pita,hummus and pita,pita with hummus,1,267.09
hummus chips,hummus chips,oz,1,126.28
spicy hummus,spicy hummus,cup,0.25,99.6
lemon hummus,lemon hummus,cup,0.25,99.6
olive hummus,olive hummus,tbsp,2,61.67
tribe hummus,tribe hummus,cup,0.25,?
garlic hummus,garlic hummus,cup,0.25,?
hummus garlic,garlic hummus,cup,0.25,99.6
edamame hummus,edamame hummus,cup,0.25,99.6
eggplant hummus,eggplant hummus,tbsp,1,17.18
hummus dressing,hummus dressing,tbsp,2,95.44
hummus and pita,hummus and pita,pita with hummus,1,267.09
jalapeno hummus,jalapeno cilantro hummus,cup,0.25,99.6
black bean hummus,black bean hummus,tablespoons,2,39.14
tomato basil hummus,tomato basil hummus,cup,0.25,70.08
trader joes tomato basil hummus,tomato basil hummus,cup,0.25,70.08
ice,Ice,oz,1,0
iceberg,iceberg lettuce,"cup, chopped",1,7.98
ice tea,iced tea,cup (8 fl oz),1,2.37
icecream,ice cream,cup,1,273.24
iced tea,iced tea,cup (8 fl oz),1,2.37
ice cream,ice cream,cup,1,273.24
smirnoff ice,smirnoff ice,fl oz,11.2,227.8
ice cream bar,ice cream bar,bar,1,165.5
ice cream cone,ice cream cone,single cone,1,274.11
iceberg lettuce,iceberg lettuce,"cup, chopped",1,7.98
vanilla ice cream,vanilla ice cream,cup,1,273.24
coconut ice cream,coconut ice cream,cup,1,279.38
ice cream sandwich,ice cream sandwich,serving,1,165.9
chocolate ice cream,chocolate ice cream,cup,1,285.12
iceberg lettuce leaf,iceberg lettuce leaves,"cup, chopped (1/2"" pieces, loosely packed)",1,7.98
iced coffee with cream,iced coffee with cream,fl oz,16,70.55
cream,cream,fl oz,1,101.32
creamer,liquid creamer,tbsp,1,20.4
sour cream,sour cream,tbsp,1,23.76
heavy cream,cream,fl oz,1,101.32
coffee cream,coffee cream,fl oz,1,57.3
coconut cream,coconut cream,tbsp,1,67.83
whipped cream,whipped cream,tbsp,2,15.42
whipping cream,cream,fl oz,1,101.32
creamed spinach,creamed spinach,serving,1,122.67
coffee with creamer,coffee with creamer,cup,1,43.17
heavy whipping cream,cream,fl oz,1,101.32
philadelphia cream cheese,philadelphia cream cheese,tbsp,2,101.5
irish taco,corned beef taco,taco,1,363.28
irish cream,irish cream,fl oz,1,107.18
irish tacos,corned beef taco,taco,1,363.28
irish coffee,irish coffee,cocktail,1,228
irish eggroll,irish egg roll,roll,1,442.51
nutty irishman,nutty irishman,cocktail,1,360.35
irish egg roll,irish egg roll,roll,1,442.51
irish egg rolls,irish egg roll,roll,1,442.51
hot nutty irishman,nutty irishman,cocktail,1,360.35
irish cream liquor,irish cream,fl oz,1,107.18
killian's irish red,killian's irish red,can or bottle,1,?
irish cream creamer,irish cream creamer,tbsp,1,37.65
baileys irish cream,bailey's irish cream,fl oz,1,107.18
baileys irish creamer,baileys coffee creamer,tbsp,1,25.08
irish coffee cocktail,irish coffee,cocktail,1,228
jameson irish whiskey,jameson whiskey,shot,1,97.02
nutty irishman cocktail,nutty irishman,cocktail,1,360.35
breadsmith irish soda bread,breadsmith irish soda bread,loaf,0.07,160
baileys irish cream hot chocolate,alcoholic hot chocolate,cocktail,1,455.47
stew,beef stew,bowl,1,535.1
cod stew,cod stew,bowl (2 cups),1,209.56
stew meat,beef stew meat,oz,3,162.35
pork stew,pork stew,bowl,1,603.73
stew beef,beef stew meat,oz,3,162.35
goat stew,goat stew,bowl (2 cups),1,561.79
beef stew,beef stew,bowl,1,?
lentil stew,lentil stew,bowl (2 cups),1,?
stewed okra,stewed okra,cup,1,90.06
seafood stew,seafood stew,cups,2,537.34
chicken stew,chicken stew,serving,1,386.4
zucchini stew,zucchini stew,cup,1,162.36
stewed lentils,lentil stew,bowl (2 cups),1,240.82
vegetable stew,vegetable stew,bowl (2 cups),1,159.06
beef stew meat,beef stew meat,oz,3,162.35
brunswick stew,brunswick stew,bowl (2 cups),1,574.22
stewed chicken,stewed chicken,unit (yield from 1 lb ready-to-cook chicken),1,507.3
stewed tomatoes,canned stewed tomatoes,cup,1,66.3
minced meat stew,mince stew,cup,1,323.49
indian food,indian food,cup,1,324.27
indian rasam,rasam,serving,1,64
indian kootu,kootu,serving,1,393.07
indian ladoo,ladoo,piece,1,211.39
indian halwa,halwa,cup,1,275.44
indian buffet,indian food,cup,1,324.27
indian cuisine,chicken tikka masala,cups,2,706.73
indian frybread,indian frybread,piece,1,501.6
indian breakfast,upma,cup,1,132.38
indian fry bread,fry bread,piece,1,501.6
indian curd rice,curd rice,cup,1,206.56
indian buffalo milk,indian buffalo milk,cup,1,236.68
indian pureed mango,aamras,cup,1,164.99
indian simmer sauce,indian simmer sauce,cup,1,268.01
indian cabbage curry,cabbage fry,cup,1,80.94
indian tamarind rice,pulihora,cup,1,344.32
indian onion fritter,onion bhaji,bhaji,1,115.3
indian spicy potatoes,lasaniya batata,cup,1,268.95
indian chilli chicken,chilli chicken,cup,1,276.76
indian masala simmer sauce,indian masala simmer sauce,cup,1,268.01
baby food,baby food,tbsp,1,8.16
phish food,phish food ice cream,serving,1,289.36
mexican food,mexican food,meal,1,1034.27
chinese food,chinese food,meal,1,1060.44
reindeer food,puppy chow,cup,0.33,127.49
ethiopian food,ethiopian platter,platter,1,880.63
angel foodcake,angelfood cake,piece (1/12 of 12 oz cake),1,72.24
best foods mayo,best foods mayonnaise,tbsp,1,90
baby food cereal,baby food cereal,oz,1,27.22
mediterranean food,tapas,meal,1,938.09
winco foods ketchup,winco foods ketchup,tbsp,1,20
food club onion rings,food club onion rings,pieces,6,110
olive oil best foods mayo,best foods olive oil mayonnaise,tbsp,1,60
fast food strawberry sundae,strawberry sundae,sundae,1,267.75
1 superone foods hotdog buns,1 superone foods hotdog buns,bun,1,110
costco food court fruit smoothie,costco food court fruit smoothie,oz,15,240
barber foods stuffed chicken breasts,barber foods stuffed chicken breasts,g,140,260
italian ice,italian ice,container,1,92.22
italian sub,italian sub,"6"" sub",1,531.5
lite italian,light italian dressing,tablespoon,1,15.3
light italian,light italian dressing,tablespoon,1,15.3
italian bread,Italian bread,"slice, medium",1,54.2
creamy italian,creamy italian dressing,tbsp,2,126.3
subway italian,subway italian b.m.t.,inch sub,6,531.5
italian hoagie,italian sub,"6"" sub",1,531.5
italian sausage,italian sausage,link,1,258
italian dressing,italian dressing,tbsp,1,35.28
fat free italian,fat free italian dressing,tbsp,2,13.16
italian seasoning,italian seasoning,tbsp,1,15.32
italian cream cake,cream cake,slice,1,413.21
hot italian sausage,hot italian sausage,link,1,258
italian pasta salad,pasta salad,cup,1,407.41
italian sub sandwich,italian sub,"6"" sub",1,531.5
sweet italian sausage,sweet italian sausage,link 3 oz,1,125.16
creamy italian dressing,creamy italian dressing,tbsp,2,126.3
subway 6 inch spicy italian,"subway spicy italian sub, 6""","6"" sub",1,480
olive garden italian dressing,olive garden italian dressing,tbsp,2,80
jambalaya,jambalaya,serving (about 2 cups),1,768.09
shrimp jambalaya,jambalaya,serving (about 2 cups),1,768.09
chicken jambalaya,jambalaya,serving (about 2 cups),1,768.09
chicken and shrimp jambalaya,jambalaya,serving (about 2 cups),1,768.09
chicken and sausage jambalaya,jambalaya,serving (about 2 cups),1,768.09
jelly,fruit jelly,tbsp,1,55.86
jellyfish,dried jellyfish,cup,1,20.88
jellybean,jelly beans,small,10,41.25
jelly tots,gum drops,cup gumdrops,1,720.72
peach jelly,peach jelly,tbsp,1,55.86
jelly candy,gum drops,cup gumdrops,1,720.72
grape jelly,grape jelly,tbsp,1,55.86
jelly donut,jelly doughnut,doughnut oval,1,289
jelly belly,jelly belly jelly beans,small,10,41.25
apple jelly,apple jelly,tbsp,1,55.6
cherry jelly,cherry jelly,tbsp,1,55.86
rasberry jelly,raspberry jelly,tbsp,1,55.86
jelly doughnut,jelly doughnut,doughnut oval,1,289
blackberry jelly,blackberry jelly,tbsp,1,55.86
strawberry jelly,strawberry jelly,tbsp,1,55.86
peanut butter and jelly,peanut butter and jelly,sandwich,1,378.23
jelly belly jelly beans,jelly belly jelly beans,small,10,41.25
smuckers strawberry jelly,smuckers strawberry jelly,tbsp,1,50
peanut butter and jelly sandwich,peanut butter and jelly,sandwich,1,378.23
jam,fruit jam,tbsp,1,55.6
fig jam,fig jam,tbsp,1,55.6
jameson,jameson whiskey,shot,1,97.02
plum jam,plum jam,tbsp,1,55.6
grape jam,grape jam,tbsp,1,55.6
mango jam,mango jam,tbsp,1,55.6
peach jam,peach jam,tbsp,1,?
cherry jam,cherry jam,tbsp,1,?
apricot jam,apricot jam,tbsp,1,48.4
gulab jamun,gulab jamun,piece,1,148.85
jam sandwich,jam sandwich,sandwich,1,262.02
raspberry jam,raspberry jam,tbsp,1,55.6
blueberry jam,blueberry jam,tbsp,1,?
blackberry jam,blackberry jam,tbsp,1,?
jamaican patty,jamaican beef patty,patty,1,402.28
strawberry jam,strawberry jam,tbsp,1,55.6
jameson whiskey,jameson whiskey,shot,1,97.02
jamaican porridge,cornmeal porridge,cup,1,176.55
smuckers strawberry jam,smuckers strawberry jam,tbsp,1,50
jerky,Jerky,oz,1,82
deer jerky,deer jerky,oz,1,71.65
beef jerky,beef jerky,oz,1,116.24
pork jerky,pork jerky,oz,1,90.38
jerky bacon,bacon jerky,ounce,1,131.04
salmon jerky,salmon jerky,oz,1,84.71
turkey jerky,turkey jerky,oz,1,79.74
venison jerky,deer jerky,oz,1,71.65
teriyaki jerky,teriyaki beef jerky,oz,1,116.24
bbq pork jerky,bbq pork jerky,oz,1,90.38
wild salmon jerky,wild salmon jerky,oz,1,84.71
smoked deer jerky,deer jerky,oz,1,71.65
smoked salmon jerky,smoked salmon jerky,oz,1,84.71
beef jerky teriyaki,teriyaki beef jerky,oz,1,116.24
teriyaki beef jerky,teriyaki beef jerky,oz,1,116.24
teriyaki pork jerky,teriyaki pork jerky,oz,1,90.38
beef jerky processed,beef jerky processed,oz,1,116.24
teriyaki salmon jerky,teriyaki salmon jerky,oz,1,84.71
jack links beef jerky original,jack links beef jerky original,oz,1,80
kale,kale,"cup, chopped",1,36.4
raw kale,raw kale,cup,1,?
kale raw,raw kale,cup,1,7.84
baby kale,kale,"cup, chopped",1,36.4
kale slaw,Kale slaw,serving,1,114.77
kale soup,kale soup,bowl (2 cups),1,261.6
kale chip,kale chips,serving,1,28.06
kale shake,green smoothie,cup,1,123.01
kale chips,kale chips,serving,1,28.06
kale salad,kale salad,cups,3,251.07
kale pesto,kale pesto,cup,0.25,241.61
frozen kale,frozen kale,"cup, chopped or diced",0.5,19.5
kale greens,kale,"cup, chopped",1,36.4
roasted kale,kale chips,serving,1,28.06
kale smoothie,green smoothie,cup,1,123.01
kale caesar salad,kale Caesar salad,cup,1,327.6
mango kale smoothie,mango kale smoothie,fl oz,16,228.5
chicken caesar kale salad,kale chicken caesar salad,salad,1,526.77
kale chicken caesar salad,kale chicken caesar salad,salad,1,526.77
kale strawberry banana smoothie,strawberry banana kale smoothie,cup,1,188.81
lamb kabobs,lamb kabob,kabob,1,249.55
shrimp kabobs,shrimp kabob,kabob,1,130.09
chicken kabobs,chicken kabob,kabob,1,219.54
lamb shish kabobs,lamb kabob,kabob,1,249.55
grilled shrimp kabobs,shrimp kabob,kabob,1,130.09
grilled chicken kabobs,chicken kabob,kabob,1,219.54
zoes kitchen chicken kabobs,zoes kitchen chicken kabobs,Serving,1,270
shrimp and vegetable kabobs,shrimp and vegetable kabob,kabob,1,130.09
ketchup,ketchup,tbsp,1,17.17
mayo ketchup,fry sauce,tbsp,1,?
ketchup mayo,fry sauce,tbsp,1,67.38
heinz ketchup,heinz ketchup,tbsp,1,20
ketchup chips,ketchup chips,oz,1,138.06
tomato ketchup,ketchup,tbsp,1,17.17
no sugar ketchup,no sugar added ketchup,tbsp,1,5.9
mayonnaise ketchup,fry sauce,tbsp,1,?
sugar free ketchup,no sugar added ketchup,tbsp,1,?
ketchup mayonnaise,fry sauce,tbsp,1,67.38
ketchup sugar free,no sugar added ketchup,tbsp,1,5.9
no sugar added ketchup,no sugar added ketchup,tbsp,1,5.9
ketchup no sugar added,no sugar added ketchup,tbsp,1,5.9
kiwi,kiwi,"fruit (2"" dia)",1,42.09
kiwis,kiwi,"fruit (2"" dia)",1,42.09
kiwifruit,kiwi,"fruit (2"" dia)",1,42.09
kiwi fruit,kiwi,"fruit (2"" dia)",1,42.09
kiwi juice,kiwi juice,cup,1,121.98
sungold kiwi,"kiwifruit, sungold",fruit,1,51.03
kiwi sungold,"kiwifruit, sungold",fruit,1,51.03
kiwi smoothie,kiwi smoothie,fl oz,12,245
fresh kiwi juice,kiwi juice,cup,1,121.98
sungold kiwifruit,"kiwifruit, sungold",fruit,1,51.03
kiwifruit sungold,"kiwifruit, sungold",fruit,1,51.03
zespri sungold kiwi,"kiwifruit, sungold",fruit,1,51.03
strawberry kiwi juice,kiwi strawberry juice,fl oz,16,222.31
kiwi strawberry juice,kiwi strawberry juice,fl oz,16,222.31
jello strawberry kiwi,jello strawberry kiwi,package,0.25,10
zespi sungold kiwifruit,"kiwifruit, sungold",fruit,1,51.03
kiwi strawberry smoothie,kiwi smoothie,fl oz,12,245
strawberry kiwi smoothie,kiwi smoothie,fl oz,12,245
jello sugar free strawberry kiwi,jello strawberry kiwi,package,0.25,10
kidneys,kidney,?,?,134.3
ox kidney,ox kidney,oz,3,134.3
kidney pie,steak and kidney pie,Serving,1,653.9
beef kidney,beef kidney,oz,3,134.3
lamb kidney,lamb kidney,kidney,1,38.36
deviled kidneys,devilled kidneys,piece (2 kidneys on 1 piece toast),1,381.62
red kidney bean,red kidney beans,cup,1,224.79
can kidney beans,canned kidney beans,can drained solids,1,329.84
dry kidney beans,"kidney beans, dry",cup,1,620.08
kidney bean soup,Kidney Bean Soup,Serving,1,192.82
red kidney beans,red kidney beans,cup,1,224.79
pink kidney beans,pink kidney beans,cup,1,251.81
white kidney beans,cannellini beans,cup,1,248.81
canned kidney beans,canned kidney beans,can drained solids,1,329.84
kidney beans no salt,no-salt added kidney beans,cup,1,224.79
no sodium kidney beans,no-salt added kidney beans,cup,1,224.79
dry white kidney beans,dry cannellini beans,cup,1,672.66
can white kidney beans,canned cannellini beans,can (15 oz),1,484.5
pureed white kidney beans,cannellini bean puree,cup,1,321.09
lobster,lobster,oz,3,121.55
lobster raw,"lobster, raw",lobster,1,115.5
raw lobster,"lobster, raw",lobster,1,115.5
lobster mac,lobster mac and cheese,serving,1,771.48
lobster meat,lobster,oz,3,121.55
lobster cake,lobster cake,cake,1,306.47
lobster tail,lobster,oz,3,121.55
lobster tacos,lobster taco,taco,1,286.58
lobster salad,lobster salad,cup,1,339.6
lobster pizza,lobster pizza,pizza,1,711.78
lobster sauce,lobster sauce,cup,1,390.52
lobster ravioli,lobster ravioli,cup,1,366.77
lobster pad thai,pad thai with whole lobster,serving (1 lobster with 2 cups paid thai),1,894.59
red lobster biscuit,red lobster cheddar bay biscuits,Serving,1,160
lobster grilled cheese,lobster grilled cheese,sandwich,1,695
red lobster garden salad,red lobster garden salad,Serving,1,100
shrimp with lobster sauce,shrimp with lobster sauce,serving,1,309.02
red lobster lobster pizza,red lobster lobster pizza,Serving,1,700
lobster macaroni and cheese,lobster mac and cheese,serving,1,771.48
lamb,lamb,oz,3,249.9
lamb legs,lamb leg,oz,3,219.3
lamb ribs,lamb ribs,rib,1,165.14
lamb chop,lamb chop,chop,1,164.7
lambrusco,lambrusco,glass,1,124.95
lamb liver,lamb liver,oz,3,187
lamb shank,lamb shank,oz,3,206.55
lamb chops,lamb chop,chop,1,164.7
lamb curry,lamb curry,cups,2,761.78
lamb roast,leg of lamb,oz,3,219.3
lamb kofta,kofta,piece,1,73.17
lamb donair,lamb gyro,sandwich,1,722.83
ground lamb,ground lamb,oz,3,240.55
lamb breast,lamb breast,oz,3,229.5
lamb burger,lamb burger,burger,1,681.53
lamb burgers,lamb burger,burger,1,681.53
lamb shoulder,lamb shoulder,oz,1,37.42
lambs lettuce,mache,cup,1,11.76
lamb meatballs,lamb meatballs,medium meatball,1,73.3
lamb tenderloin,lamb tenderloin,oz,3,158.95
linguine,Linguine,cup linguine,1,213.3
linguine pasta,Linguine,cup linguine,1,213.3
linguine salad,linguine salad,cup,1,407.41
pesto linguine,pesto pasta,serving (about 2 cups),1,734.82
seafood linguine,seafood pasta,cups,2,527.6
sausage linguine,pasta with sausage,cup,1,333.02
linguine pasta salad,linguine salad,cup,1,407.41
linguine with sausage,pasta with sausage,cup,1,333.02
italian linguine salad,linguine salad,cup,1,407.41
shrimp scampi linguine,shrimp pasta,cups,2,780.72
red clam sauce linguine,linguine with red clam sauce,cups,2,609.33
linguine with clam sauce,linguine with white clam sauce,serving (about 2 cups),1,919.77
white clam sauce linguine,linguine with white clam sauce,serving (about 2 cups),1,919.77
seafood linguine marinara,seafood marinara,cup,1,332.5
linguine with red clam sauce,linguine with red clam sauce,cups,2,609.33
linguine with white clam sauce,linguine with white clam sauce,serving (about 2 cups),1,919.77
lasagna,lasagna,serving (about 1.5 cups),1,602.49
lasagna meat,meat lasagna,serving (about 1.5 cups),1,602.49
beef lasagna,beef lasagna,serving (about 1.5 cups),1,602.49
lasagna soup,lasagna soup,bowl (2 cups),1,440.53
lasagna rolls,lasagna rolls,roll,1,308.17
frozen lasagna,frozen lasagna,cup,1,311.85
veggie lasagna,vegetable lasagna,piece,1,294.81
turkey lasagna,turkey lasagna,cups,1.5,615.2
lasagna noodle,lasagna noodles,lasagna noodle (cooked),1,90.06
cheese lasagna,cheese lasagna,serving (about 1.5 cups),1,538.26
spinach lasagna,spinach lasagna,piece,1,401.23
mexican lasagna,mexican lasagna,cup,1,355.92
lasagna noodles,lasagna noodles,lasagna noodle (cooked),1,90.06
chicken lasagna,turkey lasagna,cups,1.5,615.2
eggplant lasagna,eggplant lasagna,serving (about 1.5 cups),1,453.48
zucchini lasagna,zucchini lasagna,piece,1,280.61
vegetable lasagna,vegetable lasagna,piece,1,294.81
stouffers lasagna,frozen lasagna,cup,1,311.85
spaghetti squash lasagna,spaghetti squash lasagna,cup,1,191.77
hamburger helper lasagna,hamburger helper lasagna,cup,1,305.53
meatballs,meatball,medium meatballs,4,324.32
bbq meatballs,bbq meatballs,medium meatball,1,55.71
meatballs pork,pork meatball,meatball,1,52.1
pork meatballs,pork meatball,meatball,1,52.1
beef meatballs,beef meatball,meatball,1,44.63
meatballs pizza,meatball pizza,large slice,1,310.04
danish meatballs,frikadeller,meatball,1,69.13
rosina meatballs,rosina meatballs,meatballs,3,170
veggie meatballs,vegetarian meatballs,meatball,1,35.46
frozen meatballs,frozen meatballs,pieces,3,160.16
turkey meatballs,turkey meatball,meatball,1,37.3
chicken meatballs,chicken meatballs,servings,1,402.31
swedish meatballs,swedish meatballs,serving,1,351.21
barbecue meatballs,bbq meatballs,medium meatball,1,55.71
teriyaki meatballs,teriyaki meatballs,cocktail meatball,1,49.85
meatless meatballs,vegetarian meatballs,meatball,1,35.46
cocktail meatballs,cocktail meatball,medium meatball,1,55.71
spaghetti and meatballs,spaghetti and meatballs,serving (abut 2 cups),1,801.12
spaghetti with meatballs,spaghetti and meatballs,serving (abut 2 cups),1,801.12
moose,moose meat,oz,3,113.9
moose meat,moose meat,oz,3,113.9
moose steak,moose steak,oz,3,113.9
moose steaks,moose steak,oz,3,113.9
moose tracks,moose tracks ice cream,cup,1,366.3
cooked moose,moose meat,oz,3,113.9
roasted moose,moose meat,oz,3,113.9
cooked moose meat,moose meat,oz,3,113.9
moose tracks ice cream,moose tracks ice cream,cup,1,366.3
ice cream moose tracks,moose tracks ice cream,cup,1,366.3
moose tracks frozen yogurt,moose tracks frozen yogurt,cup,1,297.6
giant eagle chocolate moose tracks ice cream,giant eagle chocolate moose tracks ice cream,cup,0.5,190
milk,milk,cup,1,124.95
0% milk,skim nonfat fat free milk,cup,1,83.3
milktea,Milk tea,mug,1,92.27
2% milk,"milk, 2%",cup,1,122
1% milk,1% milk,cup,1,102.48
milktart,milk tart,piece,1,371.72
milkyway,milky way,serving 2.05 oz bar,1,264.48
milkfish,milkfish,oz,3,161.5
