food_name,brand_name_item_name,brand_name,serving_unit,serving_qty,nf_calories
Vegan Pizza,Krazy Kale Vegan Pizza,Krazy Kale,oz,1.0,150.0
Kabobs,Unknown Kabobs,Unknown,kabob,0.5,20.0
Gummy Kabobs,Unknown Gummy Kabobs,Unknown,piece,1.0,190.0
Shrimp Kabobs,Zoe's Kitchen Shrimp Kabobs,Zoe's Kitchen,serving,1.0,170.0
Salmon Kabobs,Zoe's Kitchen Salmon Kabobs,Zoe's Kitchen,serving,1.0,330.0
Chicken Kabobs,Zoe's Kitchen Chicken Kabobs,Zoe's Kitchen,serving,1.0,290.0
Steak Kabobs,Zoe's Kitchen Steak Kabobs,Zoe's Kitchen,serving,1.0,490.0
Veggie Kabobs,Trader Joe's Veggie Kabobs,Trader Joe's,oz,4.0,30.0
Lemon Garlic Chicken Kabobs,Wegmans Lemon Garlic Chicken Kabobs,Wegmans,"kabob, ckd",1.0,280.0
"Grilled Gatherings, Chicken Kabobs","Zoe's Kitchen Grilled Gatherings, Chicken Kabobs",Zoe's Kitchen,serving,1.0,290.0
"Grilled Gatherings, Shrimp Kabobs","Zoe's Kitchen Grilled Gatherings, Shrimp Kabobs",Zoe's Kitchen,serving,1.0,200.0
Souvlaki Chicken Breast Kabobs,Marc Angelo Souvlaki Chicken Breast Kabobs,Marc Angelo,kabob,1.0,90.0
"Grilled Gatherings, Steak Kabobs","Zoe's Kitchen Grilled Gatherings, Steak Kabobs",Zoe's Kitchen,serving,1.0,490.0
Beef Kabobs with Peppers & Onions,DiLuigi Beef Kabobs with Peppers & Onions,DiLuigi,oz,4.0,130.0
"Grilled Gatherings, Veggie Kabobs","Zoe's Kitchen Grilled Gatherings, Veggie Kabobs",Zoe's Kitchen,serving,1.0,130.0
"Grilled Gatherings, Salmon Kabobs","Zoe's Kitchen Grilled Gatherings, Salmon Kabobs",Zoe's Kitchen,serving,1.0,330.0
"Beef & Peach Kabobs, Bourbon BBQ Seasoned","Unknown Beef & Peach Kabobs, Bourbon BBQ Seasoned",Unknown,kabob,1.0,170.0
Cajun-Style Chicken Kabobs,Custom Made Meals Cajun-Style Chicken Kabobs,Custom Made Meals,kabob,1.0,130.0
"Family Feast, Chicken Kabobs","Daphne's Greek Cafe Family Feast, Chicken Kabobs",Daphne's Greek Cafe,serving,1.0,470.0
Kids Sweet Honey Kabobs,Cotton Patch Cafe Kids Sweet Honey Kabobs,Cotton Patch Cafe,serving,1.0,60.0
"Family Feast, Steak Kabobs","Daphne's Greek Cafe Family Feast, Steak Kabobs",Daphne's Greek Cafe,serving,1.0,470.0
Organic Ketchup,Krazy Ketchup Organic Ketchup,Krazy Ketchup,tbsp,1.0,15.0
"Peace, Love & Herbs Organic Ketchup","Kristine's Ketchup Peace, Love & Herbs Organic Ketchup",Kristine's Ketchup,tablespoon,1.0,15.0
Caramel Mustard & Dip,Wicked Natural Ketchup Caramel Mustard & Dip,Wicked Natural Ketchup,tsp,1.0,15.0
Ketchup,Lay's Ketchup,Lay's,package,1.0,150.0
"Ketchup, Tomato","Heinz Ketchup, Tomato",Heinz,tbsp,1.0,20.0
Simply Heinz Tomato Ketchup,Heinz Simply Heinz Tomato Ketchup,Heinz,tbsp,1.0,15.0
"Tomato Ketchup, No Sugar Added","Heinz Tomato Ketchup, No Sugar Added",Heinz,tbsp,1.0,10.0
"Ketchup, Organic","Portland Ketchup Company Ketchup, Organic",Portland Ketchup Company,tbsp,1.0,15.0
Heinz Ketchup,Mooyah Heinz Ketchup,Mooyah,oz,1.0,25.0
Ketchup Packet,McDonald's Ketchup Packet,McDonald's,serving,1.0,10.0
Sugar Free Ketchup,G Hughes Sugar Free Ketchup,G Hughes,tbsp,1.0,5.0
Curry Ketchup,Kumar's Curry Ketchup,Kumar's,tbsp,1.0,15.0
Classic Ketchup,French's Classic Ketchup,French's,tbsp,1.0,20.0
Paleo Ketchup,Tessemae's Paleo Ketchup,Tessemae's,tbsp,1.0,10.0
Add Ketchup,Blake's Lotaburger Add Ketchup,Blake's Lotaburger,packet,1.0,30.0
Simply Ketchup,America's Choice Simply Ketchup,America's Choice,tbsp,1.0,20.0
Sweet Mustard Ketchup,Tracklements Sweet Mustard Ketchup,Tracklements,g,100.0,336.7699890136719
"Tomato Ketchup, Organic","Fareway Tomato Ketchup, Organic",Fareway,tbsp,1.0,15.0
Jalapeno Ketchup,Giant Eagle Jalapeno Ketchup,Giant Eagle,tbsp,1.0,20.0
Kiwi,Kiwi Star Kiwi,Kiwi Star,Large Kiwifruit,1.0,61.0
"Kiwifruit, Sungold","Zespri Kiwifruit, Sungold",Zespri,kiwifruit,2.0,110.0
Kiwi Fruit,Kiwi Kids Kiwi Fruit,Kiwi Kids,kiwi,2.0,100.0
Kiwifruit,Zespri Kiwifruit,Zespri,kiwifruit,2.0,100.0
Kiwi Strawberry,YoCream Kiwi Strawberry,YoCream,Cup,0.5,80.0
Strawberry Kiwi,Freshens Strawberry Kiwi,Freshens,serving,1.0,290.0
"SunGold, Kiwi","Zespri SunGold, Kiwi",Zespri,medium kiwifruits,2.0,90.0
Sparkling Kiwi Guava,Celsius Sparkling Kiwi Guava,Celsius,fl oz,12.0,10.0
Kiwi Topping,Pinkberry Kiwi Topping,Pinkberry,Scoop,1.0,10.0
Waffles - Kiwi,Eggspectation Waffles - Kiwi,Eggspectation,serving,1.0,590.0
Fresa Kiwi,Caribbean King Fresa Kiwi,Caribbean King,fl oz,8.0,130.0
"Homestyle, Jam Kiwi","Troyer's Homestyle, Jam Kiwi",Troyer's,tbsp,1.0,30.0
Kiwi Strawberry Juice,Squeez'r Kiwi Strawberry Juice,Squeez'r,fl oz,8.0,110.0
French Toast - Kiwi,Eggspectation French Toast - Kiwi,Eggspectation,serving,1.0,710.0
Ripe & Easy Kiwi,Mighties Ripe & Easy Kiwi,Mighties,kiwi,2.0,90.0
Dehydrated Kiwi,Marra Bros. Dehydrated Kiwi,Marra Bros.,g,40.0,144.0
Fraise Kiwi,Cool Quenchers Fraise Kiwi,Cool Quenchers,ml,250.0,50.0
KIwi Berry Blast,Xtend KIwi Berry Blast,Xtend,can,1.0,0.0
Kiwi 'Rita,Outback Steakhouse Kiwi 'Rita,Outback Steakhouse,serving,1.0,220.0
Red Kidney Beans Fagioli Rossi Kidney,Visconti Red Kidney Beans Fagioli Rossi Kidney,Visconti,grams,1.0,151.0
Kidney Beans,Buffets Kidney Beans,Buffets,spoon,1.0,10.0
White Kidney Beans,Strianese White Kidney Beans,Strianese,cup,1.0,88.0
Dark Kidney Beans,Goya Dark Kidney Beans,Goya,cup,1.0,120.0
Red Kidney Beans,Goya Red Kidney Beans,Goya,cup,0.5,160.0
Organic Kidney Beans,Libby's Organic Kidney Beans,Libby's,cup,0.5,110.0
"Kidney Beans, Light Red","Vitarroz Kidney Beans, Light Red",Vitarroz,cup,0.5,100.0
"Pudding, Steak & Kidney","Fray Bentos Pudding, Steak & Kidney",Fray Bentos,g,100.0,202.77999877929688
Dark Red Kidney Beans,Centrella Dark Red Kidney Beans,Centrella,cup,0.5,120.0
Kidney Bean Salad,Ponderosa Steakhouse Kidney Bean Salad,Ponderosa Steakhouse,Ounce,1.0,40.0
"Beans, Kidney, Light Red","Centrella Beans, Kidney, Light Red",Centrella,cup,0.5,120.0
Light Red Kidney Beans,Fiesta Light Red Kidney Beans,Fiesta,cup dry,0.25,70.0
"Dark Red Kidney Beans, Organic","Fairway Dark Red Kidney Beans, Organic",Fairway,cup,1.0,110.0
Kidney,Golden Krust Caribbean Bakery & Grill Kidney,Golden Krust Caribbean Bakery & Grill,meal,1.0,520.0
"Salad Bar, Kidney Beans","Marie Callender's Salad Bar, Kidney Beans",Marie Callender's,serving,1.0,25.0
"Beans, Red Kidney","Jcs Beans, Red Kidney",Jcs,G,38.0,70.0
"Red Kidney Beans, Light","Price First Red Kidney Beans, Light",Price First,cup,0.5,90.0
Organic Dark Red Kidney Beans,Sam's Choice Organic Dark Red Kidney Beans,Sam's Choice,cup,0.5,110.0
Organic Red Kidney Beans,365 Everyday Value Organic Red Kidney Beans,365 Everyday Value,cup dry,0.25,150.0
Sliced Water Chestnuts,Kingfisher Sliced Water Chestnuts,Kingfisher,g drained,100.0,18.8700008392334
White Asparagus Spears,Kingfisher White Asparagus Spears,Kingfisher,g drained,100.0,17.90999984741211
"Tuna Chunks, in Brine","Kingfisher Tuna Chunks, in Brine",Kingfisher,g drained,1.0,109.0
Bamboo Shoots,Kingfisher Bamboo Shoots,Kingfisher,g drained,100.0,13.380000114440918
Green Asparagus Cuts and Tips,Kingfisher Green Asparagus Cuts and Tips,Kingfisher,g drained,100.0,27.229999542236328
Bean Sprouts in Water,Kingfisher Bean Sprouts in Water,Kingfisher,g drained,100.0,23.8799991607666
Lump Crab Meat,Kingfisher Lump Crab Meat,Kingfisher,g drained,100.0,79.54000091552734
Seafood Mix,Kingfisher Seafood Mix,Kingfisher,oz,3.0,58.0
Green Asparagus Spears,Kingfisher Green Asparagus Spears,Kingfisher,g drained,100.0,15.4399995803833
Jumbo crab Meat,Kingfisher Jumbo crab Meat,Kingfisher,g drained,100.0,79.54000091552734
Shredded Crab Meat,Kingfisher Shredded Crab Meat,Kingfisher,g drained,100.0,45.86000061035156
Yellowfin Tuna Steak in Spring Water,Kingfisher Yellowfin Tuna Steak in Spring Water,Kingfisher,g drained,100.0,131.83999633789062
Raspberry Lobsterita,Red Lobster Raspberry Lobsterita,Red Lobster,serving,1.0,500.0
Strawberry Lobsterita,Red Lobster Strawberry Lobsterita,Red Lobster,serving,1.0,500.0
Traditional Lobsterita,Red Lobster Traditional Lobsterita,Red Lobster,serving,1.0,350.0
Lobster Bisque-Bowl,Red Lobster Lobster Bisque-Bowl,Red Lobster,serving,1.0,600.0
Rock Lobster Tail,Red Lobster Rock Lobster Tail,Red Lobster,serving,1.0,690.0
Lobster Bisque-Cup,Red Lobster Lobster Bisque-Cup,Red Lobster,serving,1.0,310.0
Bar Harbor Lobster Bake,Red Lobster Bar Harbor Lobster Bake,Red Lobster,serving,1.0,1250.0
Maine Lobster Meat,Shucks Maine Lobster Maine Lobster Meat,Shucks Maine Lobster,grams,100.0,90.0
Lobster and Langostino Pizza,Red Lobster Lobster and Langostino Pizza,Red Lobster,serving,1.0,700.0
Petite Maine Lobster Tail,Red Lobster Petite Maine Lobster Tail,Red Lobster,serving,1.0,360.0
Family Lobster Bisque (1 quart),Red Lobster Family Lobster Bisque (1 quart),Red Lobster,serving,1.0,1710.0
Lobster Bisque (4-Course Feast),Red Lobster Lobster Bisque (4-Course Feast),Red Lobster,serving,1.0,310.0
Petite Chilled Lobster-and-Shrimp Roll,Red Lobster Petite Chilled Lobster-and-Shrimp Roll,Red Lobster,serving,1.0,310.0
RL Signature Creamy Lobster Alfredo-Full,Red Lobster RL Signature Creamy Lobster Alfredo-Full,Red Lobster,serving,1.0,1310.0
Langostino Lobster-Artichoke-and-Seafood Dip,Red Lobster Langostino Lobster-Artichoke-and-Seafood Dip,Red Lobster,serving,1.0,1170.0
Topped Maine Lobster Tail Add-On,Red Lobster Topped Maine Lobster Tail Add-On,Red Lobster,serving,1.0,190.0
Maine Lobster Tail Add-On (Classic),Red Lobster Maine Lobster Tail Add-On (Classic),Red Lobster,serving,1.0,370.0
RL Signature Creamy Lobster Alfredo-Half,Red Lobster RL Signature Creamy Lobster Alfredo-Half,Red Lobster,serving,1.0,680.0
Creamy Langostino and Norway Lobster Mashed Potatoes,Red Lobster Creamy Langostino and Norway Lobster Mashed Potatoes,Red Lobster,serving,1.0,320.0
1/2 Lobster and Langostino Pizza (HH),Red Lobster 1/2 Lobster and Langostino Pizza (HH),Red Lobster,serving,1.0,350.0
Lamb,Merzi Lamb,Merzi,serving,1.0,170.0
Lamb Meatballs,Roti Lamb Meatballs,Roti,each,4.0,300.0
Lamb Moussaka,Wetherspoon Lamb Moussaka,Wetherspoon,serving,1.0,730.0
Lamb Stock,Potts' Lamb Stock,Potts',g,100.0,14.569999694824219
Lamb Shank,Wetherspoon Lamb Shank,Wetherspoon,serving,1.0,1220.0
Composition Cookie Assortment,Lambertz Composition Cookie Assortment,Lambertz,cookies,4.0,170.0
Lamb Burger,Yard House Lamb Burger,Yard House,Serving,1.0,850.0
Lamb Salad,Aladdin's Eatery Lamb Salad,Aladdin's Eatery,oz,16.0,410.0
Crispy Potato Puffs,Lamb Weston Crispy Potato Puffs,Lamb Weston,pcs,10.0,140.0
Diced Lamb,ASDA Diced Lamb,ASDA,g,100.0,132.0800018310547
Lamb Cawl,Wetherspoon Lamb Cawl,Wetherspoon,serving,1.0,560.0
Lamb Rogan Josh,Wetherspoon Lamb Rogan Josh,Wetherspoon,serving,1.0,960.0
Lamb Sausage,Simply Halal Lamb Sausage,Simply Halal,serving,1.0,132.0800018310547
Lamb Turkey Kebab,Chickpea Lamb Turkey Kebab,Chickpea,serving,1.0,210.0
Moroccan Lamb Soup,PnP Moroccan Lamb Soup,PnP,g serving as packed,300.0,134.7100067138672
Cranberry Almond Granola,Lambs Farm Cranberry Almond Granola,Lambs Farm,cup,0.5,236.0
Lamb Chops,Connors Steak & Seafood Lamb Chops,Connors Steak & Seafood,oz.,12.0,720.0
Lamb Meatballs Al Forno,Zizzi Lamb Meatballs Al Forno,Zizzi,serving,1.0,1170.0
"Shoulder Chops, Natural Lamb","Unknown Shoulder Chops, Natural Lamb",Unknown,oz,4.0,290.0
Tender Lamb & 5 Veggies,Heinz Tender Lamb & 5 Veggies,Heinz,g,100.0,69.02999877929688
Linguine,Barilla Linguine,Barilla,box,0.14000000059604645,200.0
Linguine Fini,Ferrara Linguine Fini,Ferrara,oz dry,2.0,200.0
"Pasta, Linguine","Mueller's Pasta, Linguine",Mueller's,package,0.1599999964237213,200.0
Seafood Linguine,Pizza Delight Seafood Linguine,Pizza Delight,portion,1.0,1300.0
Tomato Linguine,Smokey Bones Tomato Linguine,Smokey Bones,bowl,1.0,810.0
Spinach Artichoke Linguine,Lean Cuisine Spinach Artichoke Linguine,Lean Cuisine,package,1.0,310.0
Egg Linguine,Cipriani's Egg Linguine,Cipriani's,cup,0.5,190.0
Shrimp Scampi & Linguine,Great Value Shrimp Scampi & Linguine,Great Value,pack,0.5,550.0
"Bona Chia, Linguine","Al Dente Bona Chia, Linguine",Al Dente,cups dry,1.5,190.0
King Prawn Linguine Pasta,Zizzi King Prawn Linguine Pasta,Zizzi,serving,1.0,500.0
Spinach Linguine,Sidari's Italian Foods Spinach Linguine,Sidari's Italian Foods,oz,2.4000000953674316,200.0
Garlic Shrimp Linguine,Market District Garlic Shrimp Linguine,Market District,container,0.5,1040.0
"Linguine, Whole Wheat","Great Value Linguine, Whole Wheat",Great Value,oz dry,2.0,210.0
Shrimp Linguine,Mr Greek Restaurants Shrimp Linguine,Mr Greek Restaurants,plate,1.0,1150.0
"Chicken Alfredo, with Linguine","Progresso Chicken Alfredo, with Linguine",Progresso,cup as pkgd,0.33000001311302185,160.0
Garlic & Parsley Linguine,La Pasta Garlic & Parsley Linguine,La Pasta,g,85.0,240.0
Linguine Positano,Carrabba's Italian Grill Linguine Positano,Carrabba's Italian Grill,serving,1.0,810.0
Roasted Garlic Linguine,Al Dente Roasted Garlic Linguine,Al Dente,cups,1.5,210.0
Creamy Salmon Linguine,ASDA Creamy Salmon Linguine,ASDA,pack (microwaved),1.0,341.30999755859375
Italian Linguine,Private Selection Italian Linguine,Private Selection,oz dry,2.0,200.0
"Oven Ready Lasagna, Oven Ready Lasagna","Skinner Oven Ready Lasagna, Oven Ready Lasagna",Skinner,Oz,56.0,200.0
Lasagna with Meat Sauce,Lean Cuisine Lasagna with Meat Sauce,Lean Cuisine,package,1.0,320.0
Lasagna with Meat & Sauce,Stouffer's Lasagna with Meat & Sauce,Stouffer's,package,1.0,370.0
Vegetable Lasagna,Irresistibles Vegetable Lasagna,Irresistibles,tray,0.12999999523162842,270.0
Veggie Lasagna,Veestro Veggie Lasagna,Veestro,oz,10.0,490.0
Lasagna,Flavorite Lasagna,Flavorite,oz dry,2.0,210.0
"Lasagna, Vegetable","Amy's Lasagna, Vegetable",Amy's,lasagna,1.0,370.0
Meat Lasagna,Sbarro Meat Lasagna,Sbarro,serving,1.0,1430.0
Baked Lasagna,Iglo Baked Lasagna,Iglo,g,350.0,434.2200012207031
Lasagna Rustica,Bertucci's Lasagna Rustica,Bertucci's,serving,1.0,1220.0
Lasagna Sheets,Olivieri Lasagna Sheets,Olivieri,sheet,1.0,150.0
Cheese Lasagna Rolls,Bremer Cheese Lasagna Rolls,Bremer,lasagna roll,1.0,160.0
Meat Lovers Lasagna,Stouffer's Meat Lovers Lasagna,Stouffer's,cup,1.0,320.0
Spinach Lasagna,Amy's Spinach Lasagna,Amy's,lasagna,1.0,250.0
Chicken Lasagna,Stouffer's Chicken Lasagna,Stouffer's,cup,1.0,380.0
Lasagna Mozzarella,Michelina's Lasagna Mozzarella,Michelina's,package,1.0,250.0
"Lasagna, Garden Vegetable","Amy's Lasagna, Garden Vegetable",Amy's,lasagna,1.0,290.0
Garden Vegetable Lasagna,Cambell's Garden Vegetable Lasagna,Cambell's,cup,1.0,280.0
Lasagna Dinner,Papa Romano's Lasagna Dinner,Papa Romano's,dinner,1.0,890.0
Lasagna-Style Soup,Progresso Lasagna-Style Soup,Progresso,cup,1.0,170.0
Swedish Meatballs,Lean Cuisine Swedish Meatballs,Lean Cuisine,package,1.0,290.0
Ale-Infused Chicken Meatballs,Meatballs by Amylu Ale-Infused Chicken Meatballs,Meatballs by Amylu,meatballs,4.0,110.0
Classic Meatless Meatballs,Gardein Classic Meatless Meatballs,Gardein,meatballs,3.0,150.0
"Chicken Meatballs, Teriyaki & Pineapple","Aidells Chicken Meatballs, Teriyaki & Pineapple",Aidells,meatballs,3.0,140.0
"Spaghettio's, Meatballs","Campbell's Spaghettio's, Meatballs",Campbell's,container,1.0,230.0
Spaghetti With Meatballs,Lean Cuisine Favorites Spaghetti With Meatballs,Lean Cuisine Favorites,package,1.0,270.0
"Meatballs, Turkey","Great Value Meatballs, Turkey",Great Value,meatballs,6.0,150.0
Homestyle Meatballs,Cooked Perfect Homestyle Meatballs,Cooked Perfect,meatballs,6.0,200.0
Meatballs,Subway Meatballs,Subway,grams,139.0,260.0
Turkey Meatballs,Trader Joe's Turkey Meatballs,Trader Joe's,meatballs,2.0,100.0
Chicken Soup with Meatballs,Progresso Chicken Soup with Meatballs,Progresso,cup,1.0,110.0
"Meatballs, Original","Bremer Meatballs, Original",Bremer,meatballs,6.0,230.0
Beef Meatballs,Member's Mark Beef Meatballs,Member's Mark,meatballs,4.0,260.0
Italian Style Meatballs,Bremer Italian Style Meatballs,Bremer,meatballs,6.0,230.0
Charbroiled Meatballs,Botto's Charbroiled Meatballs,Botto's,meatballs,3.0,170.0
Spaghettios Meatballs,Campbell's Spaghettios Meatballs,Campbell's,cup,1.0,230.0
Chicken Meatballs,Aidells Chicken Meatballs,Aidells,meatballs,3.0,130.0
Rotini and Meatballs,Nutrisystem Rotini and Meatballs,Nutrisystem,package,1.0,220.0
Popcorn,Moose Munch Popcorn,Moose Munch,cup,0.5,190.0
Brown MooseESandwich,Groucho's Deli Brown MooseESandwich,Groucho's Deli,serving,1.0,490.0
Parmesan Asiago Dip,Blue Moose of Boulder Parmesan Asiago Dip,Blue Moose of Boulder,tbsp,2.0,110.0
Gourmet Popcorn,Moose Munch Gourmet Popcorn,Moose Munch,cup,0.5,180.0
Pink MooseESandwich,Groucho's Deli Pink MooseESandwich,Groucho's Deli,serving,1.0,510.0
"Cheesecake, Moose Tracks","Belmont Cheesecake, Moose Tracks",Belmont,slice,1.0,590.0
Snack Mix,Moose Tracks Snack Mix,Moose Tracks,cup,0.25,160.0
Moose Munch Popcorn,Harry & David Moose Munch Popcorn,Harry & David,pieces,2.0,150.0
"Popcorn, Dark Chocolate","Moose Munch Popcorn, Dark Chocolate",Moose Munch,cup,0.5,190.0
White MooseE Sandwich,Groucho's Deli White MooseE Sandwich,Groucho's Deli,serving,1.0,440.0
Moose Tracks Ice Cream,Albertsons Moose Tracks Ice Cream,Albertsons,cup,0.5,180.0
Premium Moose Tracks Cookies,Publix Premium Moose Tracks Cookies,Publix,cookie,1.0,180.0
Moosehead,Perkins Restaurant And Bakery Moosehead,Perkins Restaurant And Bakery,serving,1.0,140.0
"Ice Cream, Chocolate Moose Tracks","Skondra's Ice Cream, Chocolate Moose Tracks",Skondra's,cup,0.5,170.0
"Ice Cream, Mint Moose Tracks","Meijer Ice Cream, Mint Moose Tracks",Meijer,cup,0.5,180.0
Moose Munch Gourmet Popcorn,Harry & David Moose Munch Gourmet Popcorn,Harry & David,cup,0.5,210.0
Chocolate Moose,K & W Cafeterias Chocolate Moose,K & W Cafeterias,serving,1.0,270.0
Cranberry Northern Da'Light Mustard,Moosetard Cranberry Northern Da'Light Mustard,Moosetard,tsp,1.0,10.0
Maple Moose Chai,David Rio Maple Moose Chai,David Rio,tbsp,2.0,100.0
"Non-Dairy Protein Shake, Chocolate","Muscle Milk Non-Dairy Protein Shake, Chocolate",Muscle Milk,fl oz,14.0,160.0
"Non Dairy Protein Shake, Knockout Chocolate","Muscle Milk Non Dairy Protein Shake, Knockout Chocolate",Muscle Milk,fl oz,14.0,200.0
"Light Protein Shake, Chocolate","Muscle Milk Light Protein Shake, Chocolate",Muscle Milk,fl oz,11.0,100.0
"Non Dairy Protein Shake, Chocolate","Genuine Muscle Milk Non Dairy Protein Shake, Chocolate",Genuine Muscle Milk,fl oz,11.0,160.0
"Protein Shake, Vanilla Creme","Muscle Milk Protein Shake, Vanilla Creme",Muscle Milk,fl oz,11.0,160.0
"Non-Dairy Protein Shake, Vanilla Creme","Muscle Milk Non-Dairy Protein Shake, Vanilla Creme",Muscle Milk,fl oz,14.0,160.0
"Macadamia Milk, Unsweetened Vanilla","Milkadamia Macadamia Milk, Unsweetened Vanilla",Milkadamia,oz,8.0,50.0
Chocolate Bar,Milky Way Chocolate Bar,Milky Way,bar,1.0,240.0
"Non Dairy Protein Shake, Intense Vanilla","Muscle Milk Non Dairy Protein Shake, Intense Vanilla",Muscle Milk,fl oz,14.0,200.0
Chocolate Coated Caramel Candy,Milk Duds Chocolate Coated Caramel Candy,Milk Duds,pieces,13.0,130.0
"Protein Nutrition Shake, Strawberries 'N Creme","Genuine Muscle Milk Protein Nutrition Shake, Strawberries 'N Creme",Genuine Muscle Milk,fl oz,11.0,160.0
Creamy Dark Chocolate Confection,Milka Creamy Dark Chocolate Confection,Milka,sections,10.0,240.0
"Lactation Cookie, Oatmeal Raisin","Milkmakers Lactation Cookie, Oatmeal Raisin",Milkmakers,cookie,1.0,220.0
"Lactation Cookies, Oatmeal Chocolate Chip","Milkmakers Lactation Cookies, Oatmeal Chocolate Chip",Milkmakers,cookie,1.0,230.0
Choco Grains Biscuits,Milka Choco Grains Biscuits,Milka,biscuits,2.0,130.0
Macadamia Milk,Milkadamia Macadamia Milk,Milkadamia,cup,1.0,130.0
Milk Chocolate Confection with Creme Filling,Milka Milk Chocolate Confection with Creme Filling,Milka,sections,6.0,230.0
Crispello a la Choco Cream,Milka Crispello a la Choco Cream,Milka,g,10.0,56.0
Milkinis,Milka Milkinis,Milka,bars,4.0,260.0
Toffee Crunch,Milka Toffee Crunch,Milka,sections,10.0,220.0
Vanilla Milkshake,Pure Protein Vanilla Milkshake,Pure Protein,bottle,1.0,140.0
Chocolate Milkshake,Checker's Chocolate Milkshake,Checker's,oz,22.0,470.0
Oreo Milkshake,Denny's Oreo Milkshake,Denny's,oz,17.0,1050.0
Strawberry Milkshake,Smashburger Strawberry Milkshake,Smashburger,Shake,1.0,780.0
Banana Milkshake,Frijj Banana Milkshake,Frijj,ml,100.0,64.48999786376953
Milkshake (Vanilla),Smitty's Milkshake (Vanilla),Smitty's,serving,1.0,580.0
"100% Whey Protein, Vanilla Milkshake","Premier Protein 100% Whey Protein, Vanilla Milkshake",Premier Protein,g,47.0,180.0
Cake Batter Milkshake,Denny's Cake Batter Milkshake,Denny's,oz,18.0,1090.0
Caramel Milkshake,Cook Out Caramel Milkshake,Cook Out,oz,33.5099983215332,560.0
Fudge Milkshake,Cook Out Fudge Milkshake,Cook Out,oz,33.5,750.0
"Milkshake, Cake Batter","F'Real Milkshake, Cake Batter",F'Real,fl oz as prepared,16.0,580.0
Strawberry Pie Milkshake,Shoney's Strawberry Pie Milkshake,Shoney's,shake,1.0,600.0
"Milkshake, Chocolate","F'Real Milkshake, Chocolate",F'Real,fl oz as prepared,16.0,580.0
Cappuccino Milkshake,The Melt Cappuccino Milkshake,The Melt,serving,1.0,360.0
Mocha Milkshake,Cook Out Mocha Milkshake,Cook Out,pz,35.31999969482422,620.0
Pineapple Milkshake,Cook Out Pineapple Milkshake,Cook Out,oz,33.0,580.0
Salted Caramel Milkshake,Smashburger Salted Caramel Milkshake,Smashburger,Shake,1.0,810.0
Snickers Milkshake,Cook Out Snickers Milkshake,Cook Out,oz,32.400001525878906,720.0
Vanilla Bean Milkshake,Shoney's Vanilla Bean Milkshake,Shoney's,shake,1.0,590.0
Walnut Milkshake,Cook Out Walnut Milkshake,Cook Out,oz,33.099998474121094,850.0
"Buttered Noodles, Regular","Noodles & Company Buttered Noodles, Regular",Noodles & Company,noodles,1.0,930.0
"Buttered Noodles, Small","Noodles & Company Buttered Noodles, Small",Noodles & Company,noodles,1.0,470.0
"Instant Noodles, Chicken Flavor","Mr. Noodles Instant Noodles, Chicken Flavor",Mr. Noodles,package,0.5,190.0
Buttery Noodles,Nothing But Noodles Buttery Noodles,Nothing But Noodles,serving,1.0,650.0
Cup Chicken Noodles,Mr. Noodles Cup Chicken Noodles,Mr. Noodles,ml,250.0,180.0
"Noodles, Mild Curry Flavour","Micro Noodles Noodles, Mild Curry Flavour",Micro Noodles,portion,1.0,266.7900085449219
Buttery Noodles - Kids,Nothing But Noodles Buttery Noodles - Kids,Nothing But Noodles,serving,1.0,720.0
"Japanese Pan Noodles, Small","Noodles & Company Japanese Pan Noodles, Small",Noodles & Company,noodles,1.0,310.0
"Noodles, Spicy Dolar Flavor","Tseng Noodles Noodles, Spicy Dolar Flavor",Tseng Noodles,pack,1.0,400.0
Pad Thai Noodles,Nothing But Noodles Pad Thai Noodles,Nothing But Noodles,serving,1.0,600.0
Spicy Japanese Noodles,Nothing But Noodles Spicy Japanese Noodles,Nothing But Noodles,serving,1.0,420.0
"Japanese Pan Noodles, Regular","Noodles & Company Japanese Pan Noodles, Regular",Noodles & Company,noodles,1.0,620.0
Pad Thai Ramen Noodles,Street Noodles Pad Thai Ramen Noodles,Street Noodles,pkg,1.0,440.0
Shiratiki Noodles in a Marinara Sauce,Harvest Noodles Shiratiki Noodles in a Marinara Sauce,Harvest Noodles,tray,1.0,80.0
Dried Noodles Maruchan Yakisoba Noodles,Toyo Suisan Dried Noodles Maruchan Yakisoba Noodles,Toyo Suisan,oz,1.0,745.0
Beef Flavor Instant Noodles,Mr. Noodles Beef Flavor Instant Noodles,Mr. Noodles,package,0.5,190.0
"Instant Noodles, Spicy Chicken","Mr. Noodles Instant Noodles, Spicy Chicken",Mr. Noodles,package,0.5,190.0
Konjac Noodles,Better Than Noodles Konjac Noodles,Better Than Noodles,of package,0.33000001311302185,10.0
"Soup, Chicken & Homestyle Noodles","Progresso Soup, Chicken & Homestyle Noodles",Progresso,cup,1.0,110.0
"Instant Noodles, Vegetable Flavour","Mr. Noodles Instant Noodles, Vegetable Flavour",Mr. Noodles,package,0.5,190.0
Beef & Ostrich Snack - Teriyaki,Ostrim Beef & Ostrich Snack - Teriyaki,Ostrim,stick,1.0,80.0
beef Snack Stick Ostrich Added,Ostrim beef Snack Stick Ostrich Added,Ostrim,stick,1.0,80.0
